numUniqueEditors,numEdits,connectivity,numAnonEdits,numRegisteredEdits,numExternalLinks,numReverts,numBrokenLinks,numInnerLinks,articleLength,flesch,kincaid,infoNoise,diversity,numImages,adminShare,age,medianRevertTime,id,lang,name,authority,completeness,complexity,informativeness,consistency,volatility,currency,informativeness2,infoNoise2,,
4,10,1260,0,10,3,2,0,14,2886,-1,-1,0.865904366,0.4,6,0,156,42,622634,fa,مته‌کاری           ,130.4,582.8,-1,2.07954261954262,78,42,11,2.07954261954262,0.865904365904366,,
27,46,9470,2,44,25,3,428,722,2580,-1,-1,0.839534884,0.586956522,4,0,4037,111,589435,fa,متوپرولول           ,971.4,976,-1,1.35154701718908,2018.5,111,38,1.35154701718908,0.83953488372093,,
36,67,10590,13,54,22,2,12,65,1703,-1,-1,0.821491486,0.537313433,3,0.014925373134328,4032,142,593844,fa,متوترکسات           ,1092,371.4,-1,1.07050683166668,2016.00895522388,142,330,1.07050683166668,0.821491485613623,,
60,128,12394,7,121,42,3,77,137,8203,-1,-1,0.83591369,0.46875,8,0.0390625,4662,139,242458,ar,متوسط العمر المتوقع         ,1299.8,1726.2,-1,2.62029821406802,2331.0234375,139,192,2.62029821406802,0.835913690113373,,
7,11,7537,0,11,2,1,1,5,346,-1,-1,0.774566474,0.636363636,1,0,2502,161,692711,ur,متوقع زندگی          ,758.8,71.6,-1,0.382921702574882,1251,161,57,0.382921702574882,0.774566473988439,,
35,68,10045,8,60,17,3,56,184,2666,-1,-1,0.833083271,0.514705882,3,0,4037,31,588350,fa,متوکاربامول           ,1037,629.2,-1,1.09102643307886,2018.5,31,57,1.09102643307886,0.833083270817704,,
37,66,10235,7,59,0,0,547,906,5094,-1,-1,0.85021594,0.560606061,3,0.090909090909091,4090,0,590157,fa,متوکلوپرامید           ,1051.4,1600,-1,1.07376592782953,2045.05454545455,0,50,1.07376592782953,0.850215940321947,,
81,156,11955,32,124,68,8,703,1075,5657,-1,-1,0.856637794,0.519230769,3,0.006410256410256,4684,0,596868,fa,متیل‌فنیدات           ,1277.7,1842.6,-1,1.10244421479175,2342.00384615385,0,61,1.10671262699565,0.863751814223512,,
2,4,278,0,4,15,1,4,20,4681,-1,-1,0.860713523,0.5,0,0,253,234,603114,fa,مثبت کاذب و منفی کاذب       ,32.4,945.8,-1,0.216428113650929,126.5,234,248,0.216428113650929,0.860713522751549,,
8,17,1181,0,17,10,2,1,65,2843,-1,-1,0.847344355,0.470588235,5,0,2235,91,245641,ar,مثبط أكسيداز أحادي الأمين        ,126.8,595,-1,1.72605367155656,1117.5,91,93,1.72605367155656,0.847344354555047,,
17,48,9897,0,48,128,2,13,130,7780,-1,-1,0.858868895,0.354166667,4,0.020833333333333,3070,64,244089,ar,مثبطات استرداد السيروتونين الانتقائية        ,1033.1,1613.2,-1,1.50282133676093,1535.0125,64,58,1.50282133676093,0.858868894601542,,
20,43,1259,7,36,20,2,22,114,6072,-1,-1,0.841897233,0.465116279,14,0.023255813953488,1773,17,254591,ar,محلول ملحي (طب)         ,148.1,1268.8,-1,4.42606857247909,886.513953488372,17,28,4.42606857247909,0.841897233201581,,
12,61,8175,8,53,23,1,499,549,6823,-1,-1,0.856221603,0.196721311,10,0.065573770491803,1635,0,287044,ar,مخدر الجوكر          ,843.9,1783.8,-1,3.39570017515491,817.539344262295,0,211,3.39570017515491,0.856221603400264,,
35,56,5803,6,50,5,2,10,85,3246,-1,-1,0.867221195,0.625,1,0,3420,296,588354,fa,مخلوط افیون          ,606.3,687.2,-1,0.445332717190388,1710,296,357,0.445332717190388,0.867221195317314,,
30,69,10698,4,65,14,2,0,20,3725,-1,-1,0.863624161,0.434782609,3,0,4307,49,602774,fa,مخملک           ,1100.3,753,-1,1.1573049314269,2153.5,49,858,1.15689043478261,0.862933333333333,,
25,34,8029,9,25,34,3,384,567,2234,-1,-1,0.859444942,0.735294118,5,0,1402,147,590584,fa,مدافینیل           ,826.7,827.2,-1,1.57449049449681,701,147,34,1.57449049449681,0.859444941808415,,
10,20,5880,0,20,6,3,2,10,2699,-1,-1,0.869210819,0.5,1,0.05,3177,56,609002,fa,مدیکر (ایالات متحده آمریکا)        ,597.2,544.6,-1,0.521526491293071,1588.53,56,397,0.521526491293071,0.869210818821786,,
35,131,12320,3,128,27,3,21,175,8300,-1,-1,0.838072289,0.267175573,4,0,4968,80,246458,ar,مذل           ,1284,1738.4,-1,1.54253802998253,2484,80,78,1.54254973419003,0.838091796169136,,
9,25,1183,1,24,2,3,4,25,2886,-1,-1,0.854123354,0.36,3,0,2246,156,242136,ar,مراحل التجارب السريرية         ,128.1,588.8,-1,1.19647401247401,1123,156,229,1.19647401247401,0.854123354123354,,
8,10,10747,0,10,1,2,0,1,1847,-1,-1,0.8684353,0.8,0,0.2,2797,35,581804,fa,مراحل کارآزمایی بالینی         ,1079.5,369.8,-1,0.041061180292366,1398.62,35,544,0.041061180292366,0.868435300487277,,
11,38,1195,1,37,149,3,1,151,27719,-1,-1,0.852952848,0.289473684,3,0.026315789473684,2281,172,241531,ar,مراضة مشتركة          ,163,5604.6,-1,1.23808749840979,1140.51578947368,172,240,1.23808749840979,0.852952848226848,,
12,17,5942,0,17,0,1,69,197,1709,-1,-1,0.868929198,0.705882353,3,0,3394,43,593510,fa,مراقبت تسکینی          ,601.7,448.2,-1,0.997828107252263,1697,43,65,0.997828107252263,0.868929198361615,,
8,18,7987,2,16,5,3,3,38,1725,-1,-1,0.846956522,0.444444444,3,0,1915,92,601948,fa,مراقبت سلامت          ,806.9,361.4,-1,1.14150724637681,957.5,92,44,1.14150724637681,0.84695652173913,,
39,97,11098,4,93,71,2,267,1025,9939,-1,-1,0.85461314,0.402061856,16,0.092783505154639,4483,1320,236516,ar,مراكز السيطرة على الأمراض والوقاية منها      ,1161.9,2504.6,-1,5.07153077069091,2241.55567010309,1320,36,5.07153077069091,0.854613140154945,,
9,36,1222,0,36,59,3,83,214,2551,-1,-1,0.848294786,0.25,12,0,1205,80,244094,ar,مرجوانا           ,146.6,629,-1,3.95897687181497,602.5,80,116,3.95897687181497,0.848294786358291,,
6,8,7329,1,7,8,2,52,200,838,-1,-1,0.835322196,0.75,6,0,2183,42.5,594820,fa,مرده‌زایی           ,738.2,268.4,-1,1.85119331742243,1091.5,42.5,452,1.85119331742243,0.835322195704057,,
15,27,6027,2,25,1,1,7,33,598,-1,-1,0.827759197,0.555555556,0,0,3282,26,618770,fa,مردی‌زدایی           ,614.2,135.6,-1,0.163322185061316,1641,26,93,0.163322185061316,0.827759197324415,,
27,80,10664,0,80,0,0,3,11,1134,-1,-1,0.805996473,0.3375,0,0,4961,0,688868,ur,مرض           ,1095.8,232.4,-1,0.281097883597884,2480.5,0,1128,0.382347883597884,0.805996472663139,,
87,200,11058,16,184,19,8,30,171,9262,-1,-1,0.842582596,0.435,8,0.01,5587,14,240318,ar,مرض           ,1191,1932.8,-1,2.64454955733103,2793.506,14,22,2.64454955733103,0.842582595551717,,
285,877,12522,159,718,842,54,97,1022,53867,-1,-1,0.853193978,0.324971494,31,0.229190421892816,5610,15,240741,ar,مرض آلزهايمر          ,1772.8,11221,-1,9.61693349041885,2805.13751425314,15,20,9.61695147400671,0.853223950406474,,
55,108,11031,7,101,14,1,37,246,2822,-1,-1,0.835577605,0.509259259,6,0.055555555555556,4819,80,246460,ar,مرض أديسون          ,1150.3,677.6,-1,1.99579100716592,2409.53333333333,80,26,1.99579100716592,0.83557760453579,,
52,107,10961,10,97,37,3,23,188,24944,-1,-1,0.829498076,0.485981308,6,0.02803738317757,4721,52,244095,ar,مرض القلب التاجي         ,1147.9,5073.2,-1,2.006110060367,2360.51682242991,52,254,2.006110060367,0.829498075689545,,
44,86,11198,4,82,26,2,171,531,3776,-1,-1,0.841896186,0.511627907,9,0.034883720930233,5193,78,239971,ar,مرض اليد والقدم والفم        ,1160.6,1036,-1,2.89816096767836,2596.52093023256,78,192,2.89816096767836,0.841896186440678,,
204,420,12418,125,295,296,19,77,552,47353,-1,-1,0.84961882,0.485714286,23,0.028571428571429,5681,147,242278,ar,مرض باركنسون          ,1486,9722.2,-1,7.118342720781,2840.51714285714,147,26,7.11830403533863,0.849554344612005,,
12,34,1383,0,34,5,0,8,35,11543,-1,-1,0.835224812,0.352941176,6,0,1979,0,283709,ar,مرض برايت          ,151.9,2325.8,-1,2.08937018106212,989.5,0,215,2.08915177345363,0.834860798893308,,
10,37,1235,0,37,20,0,0,22,2561,-1,-1,0.844982429,0.27027027,2,0.027027027027027,777,0,280469,ar,مرض جاكوب كروتزفلد المتغير        ,140.6,521,-1,0.944827295081102,388.516216216216,0,127,0.944827295081102,0.844982428738774,,
27,54,11268,0,54,0,0,5,10,1630,-1,-1,0.812883436,0.5,0,0,5479,0,689873,ur,مرض سیلیئک          ,1148.4,332,-1,0.187730061349693,2739.5,0,405,0.187730061349693,0.812883435582822,,
170,488,11142,98,390,127,21,142,379,19047,-1,-1,0.848112564,0.348360656,16,0.032786885245902,6178,46,238914,ar,مرض فيروس إيبولا         ,1336.1,4017.8,-1,5.09985114475237,3089.01967213115,46,69,5.09984835226671,0.848107909515562,,
40,94,10956,0,94,78,2,71,698,12931,-1,-1,0.84247158,0.425531915,9,0,4624,55,239973,ar,مرض قلبي وعائي         ,1147.4,2893.8,-1,2.95016379901836,2312,55,21,2.95016379901836,0.842471579924213,,
26,80,10830,5,75,22,1,67,331,3215,-1,-1,0.817418351,0.325,10,0.05,3124,147,242281,ar,مرض كروتزفيلد جاكوب         ,1117.4,802.2,-1,3.29545101088647,1562.03,147,299,3.29545101088647,0.817418351477449,,
25,57,11284,0,57,0,0,7,13,645,-1,-1,0.786046512,0.438596491,0,0,4963,0,690200,ur,مرض کلب          ,1150.5,137,-1,0.208470012239902,2481.5,0,342,0.208470012239902,0.786046511627907,,
34,84,10236,5,79,361,3,13,167,28833,-1,-1,0.837790032,0.404761905,8,0.011904761904762,4452,126,243301,ar,مرض مناعي ذاتي         ,1129.2,5838.6,-1,2.65981687649568,2226.00714285714,126,192,2.65983768598481,0.837824714736586,,
90,217,11391,20,197,73,4,28,335,6586,-1,-1,0.821894929,0.414746544,12,0.04147465437788,5760,7,236989,ar,مرض منقول جنسيا         ,1240,1462.4,-1,3.84428903091462,2880.02488479263,7,49,3.84536472514591,0.823687752355316,,
28,56,12201,3,53,25,2,10,106,16496,-1,-1,0.844507759,0.5,8,0.035714285714286,3625,36,251143,ar,مرض منيير          ,1248.4,3345.6,-1,2.6067046556741,1812.52142857143,36,56,2.6067046556741,0.844507759456838,,
68,161,12024,23,138,18,2,344,737,3695,-1,-1,0.847902571,0.422360248,5,0.031055900621118,4494,154,583273,fa,مرفین           ,1270.8,1171.4,-1,1.75532539355685,2247.01863354037,154,14,1.75532539355685,0.847902571041948,,
8,19,3439,0,19,4,2,622,925,1401,-1,-1,0.826552463,0.421052632,6,0,2954,118,580570,fa,مرکز کنترل و پیشگیری بیماری       ,352,899,-1,2.04329989856869,1477,118,59,2.04329989856869,0.826552462526767,,
192,370,12225,65,305,3,12,215,451,3465,-1,-1,0.848773449,0.518918919,8,0.005405405405405,4911,25,587054,fa,مرگ           ,1382.6,959.4,-1,2.59791271791272,2455.50324324324,25,15,2.59755727081995,0.848181036952163,,
75,143,12164,8,135,6,3,50,108,5887,-1,-1,0.866145745,0.524475524,9,0.006993006993007,4850,408,581593,fa,مرگ سیاه          ,1277.2,1240.6,-1,2.90500213223162,2425.0041958042,408,20,2.90497570226384,0.866101694915254,,
14,33,10508,1,32,0,0,1,7,4049,-1,-1,0.810817486,0.424242424,2,0,3189,0,691648,ur,مرگی           ,1063.6,813,-1,0.831945036933923,1594.5,0,491,0.831945036933923,0.810817485798963,,
22,43,10313,1,42,91,3,24,246,10212,-1,-1,0.852722288,0.511627907,9,0,3218,161,241907,ar,مريء باريت          ,1066.9,2150.4,-1,2.90465662831689,1609,161,204,2.90465662831689,0.852722287504896,,
11,19,1317,1,18,9,1,110,203,503,-1,-1,0.840954274,0.578947368,1,0.157894736842105,2971,89,585033,fa,مری بارت          ,141.5,225.8,-1,0.457204143559694,1485.59473684211,89,874,0.457204143559694,0.840954274353877,,
87,263,11837,19,244,6,11,114,267,6467,-1,-1,0.850780888,0.330798479,6,0.011406844106464,3350,0,583731,fa,مزاج (طب سنتی)         ,1286.4,1445.8,-1,2.1119894450974,1675.00684410646,0,136,2.11601296839731,0.857486759749639,,
29,54,11252,0,54,1,0,4,9,1031,-1,-1,0.813773036,0.537037037,5,0,5031,0,689652,ur,مزمن مسدودی پھیپھڑی مرض        ,1147.4,211.4,-1,1.66604159931027,2515.5,0,490,1.66604159931027,0.813773035887488,,
4,5,3112,0,5,6,1,74,135,462,-1,-1,0.818181818,0.8,5,0,1715,1027.5,591297,fa,مزوتلیوما           ,314.7,176,-1,1.51090909090909,857.5,1027.5,770,1.51090909090909,0.818181818181818,,
8,14,268,0,14,0,0,0,5,524,-1,-1,0.811068702,0.571428571,1,0,5003,0,690249,ur,مستضد           ,32.6,106.8,-1,0.443784078516903,2501.5,0,834,0.443784078516903,0.811068702290076,,
53,112,12010,10,102,7,2,219,370,3086,-1,-1,0.85029164,0.473214286,3,0.017857142857143,5058,109,619206,fa,مستی           ,1248.2,852.8,-1,1.12624641236923,2529.01071428571,109,10,1.12624641236923,0.850291639662994,,
57,124,12304,12,112,67,3,44,407,11890,-1,-1,0.851303616,0.459677419,5,0.024193548387097,5194,88,245933,ar,مسكن ألم          ,1293.6,2558.4,-1,1.73497571827776,2597.01451612903,88,77,1.73497571827776,0.851303616484441,,
25,55,10718,0,55,0,0,0,3,744,-1,-1,0.809139785,0.454545455,1,0.018181818181818,5060,0,694062,ur,مسکن           ,1093.3,150,-1,0.512756598240469,2530.01090909091,0,1128,0.512756598240469,0.809139784946236,,
62,105,10436,23,82,1,5,56,140,5163,-1,-1,0.862483052,0.59047619,4,0.00952380952381,3389,20,622648,fa,مسمومیت با مونوکسید کربن        ,1091.5,1111,-1,1.3632041172076,1694.50571428571,20,21,1.36314440993789,0.862383540372671,,
26,48,11064,2,46,6,0,49,116,8152,-1,-1,0.863469087,0.541666667,0,0,3923,0,608691,fa,مسمومیت پرتوی          ,1127.4,1696.4,-1,0.193081452404318,1961.5,0,102,0.193081452404318,0.86346908734053,,
37,59,12106,1,58,12,1,133,260,719,-1,-1,0.828929068,0.627118644,9,0,5573,8,591299,fa,مسمومیت سرب          ,1238.2,301,-1,2.82108625444945,2786.5,8,61,2.82234377200808,0.831024930747923,,
22,53,7526,6,47,6,1,0,25,1531,-1,-1,0.83474853,0.41509434,7,0,2080,82,241114,ar,مشروع إم كي ألترا        ,775,316.2,-1,2.3517925144498,1040,82,25,2.3517925144498,0.834748530372306,,
54,131,12112,3,128,179,4,179,557,43686,-1,-1,0.85871904,0.41221374,12,0.038167938931298,5601,139,242465,ar,مضاد الذهان          ,1298.6,9031.6,-1,3.8679031799801,2800.52290076336,139,13,3.8679031799801,0.85871904042485,,
32,74,9908,6,68,19,2,167,327,7386,-1,-1,0.846872461,0.432432432,6,0.067567567567568,3508,53,249318,ar,مضاد الهستامين          ,1024.4,1674.8,-1,2.04866401738863,1754.04054054054,53,32,2.04866401738863,0.846872461413485,,
135,288,11237,34,254,147,12,108,612,26143,-1,-1,0.862028076,0.46875,16,0.03125,5340,16,240319,ar,مضاد حيوي          ,1273.5,5516.6,-1,5.03596684580959,2670.01875,16,54,5.03596684580959,0.86202807634931,,
17,48,1419,3,45,8,1,9,91,1471,-1,-1,0.838205303,0.354166667,10,0.041666666666667,2290,62,244108,ar,معالجة بالتخليج الكهربائي         ,161.9,334.2,-1,3.29042318150918,1145.025,62,245,3.29042318150918,0.838205302515296,,
32,62,10716,2,60,10,1,50,297,7392,-1,-1,0.847132035,0.516129032,18,0.080645161290323,3928,80,246465,ar,معالجة وريدية          ,1099.1,1617.2,-1,5.59860180142438,1964.04838709677,80,63,5.59860180142438,0.847132034632035,,
51,111,11014,11,100,27,3,24,101,3641,-1,-1,0.834660807,0.459459459,8,0.027027027027027,4382,82,238655,ar,معدل الوفيات          ,1152.3,778.2,-1,2.62512080880661,2191.01621621622,82,36,2.62512080880661,0.834660807470475,,
23,44,10843,5,39,0,0,0,1,893,-1,-1,0.819708847,0.522727273,1,0,4203,0,696654,ur,معذوری           ,1102.6,179,-1,0.478188944314364,2101.5,0,14,0.478188944314364,0.819708846584546,,
62,136,12006,13,123,9,1,204,380,2358,-1,-1,0.876166243,0.455882353,4,0.051470588235294,5256,636,585387,fa,معلولیت           ,1256.9,705.2,-1,1.45217033378237,2628.03088235294,636,110,1.45217033378237,0.876166242578456,,
20,46,10596,1,45,5,0,2,52,3233,-1,-1,0.8308073,0.434782609,5,0,4164,0,267843,ar,معيار الرابطة الوطنية للوقاية من الحرائق رقم 704    ,1078.5,668.2,-1,1.73761481461558,2082,0,255,1.73761481461558,0.830807299721621,,
13,26,10982,0,26,0,0,3,15,906,-1,-1,0.825607064,0.5,1,0,5196,0,692716,ur,مقناطیسی اصدائی تصویرہ         ,1108.6,188.4,-1,0.495364238410596,2598,0,491,0.495364238410596,0.82560706401766,,
5,20,1177,0,20,52,1,46,281,5870,-1,-1,0.821635434,0.25,8,0.35,347,3,261695,ar,مقياس بريستول للبراز         ,135.1,1304.8,-1,2.74298126064736,173.71,3,216,2.74298126064736,0.821635434412266,,
25,59,10356,1,58,12,1,30,184,4798,-1,-1,0.822217591,0.423728814,4,0,4230,68,247364,ar,مقياس غلاسكو للغيبوبة         ,1060.8,1045.2,-1,1.43909326626207,2115,68,117,1.43909326626207,0.822217590662776,,
20,44,7817,2,42,6,2,50,112,5004,-1,-1,0.857513989,0.454545455,0,0,2806,55,589178,fa,مقیاس کمای گلاسکو         ,800.3,1065.6,-1,0.241781120558099,1403,55,60,0.241781120558099,0.857513988808953,,
42,118,11064,3,115,6,2,4,106,2565,-1,-1,0.85380117,0.355932203,6,0.067796610169492,4818,75,246953,ar,مكورات عنقودية ذهبية مقاومة للميثيسيلين       ,1152.3,557,-1,2.09872137972049,2409.0406779661,75,156,2.09872137972049,0.853801169590643,,
49,100,11180,8,92,12,1,1,40,2159,-1,-1,0.850393701,0.49,11,0.03,4818,75,246954,ar,مكورة عنقودية ذهبية         ,1161.3,448.2,-1,3.51623622047244,2409.018,75,240,3.51623622047244,0.850393700787402,,
200,427,11239,99,328,39,33,70,399,16836,-1,-1,0.855013067,0.468384075,13,0.02576112412178,5845,137,242627,ar,ملاريا           ,1319.6,3554.8,-1,4.13197739537725,2922.51545667447,137,53,4.13189343457034,0.854873132558691,,
33,56,10808,2,54,25,1,76,184,1451,-1,-1,0.848380427,0.589285714,3,0,4704,11,592284,fa,ملانوما           ,1109.7,394.2,-1,1.05545682780349,2352,11,97,1.05545682780349,0.848380427291523,,
20,23,2745,3,20,1,1,1,14,1905,-1,-1,0.864566929,0.869565217,1,0,2993,66,604798,fa,ملانین           ,286.2,387,-1,0.297001027045532,1496.5,66,126,0.297001027045532,0.864566929133858,,
71,174,11305,23,151,34,2,71,312,4065,-1,-1,0.852890529,0.408045977,9,0.028735632183908,4541,90,245802,ar,ملوية بوابية          ,1206.6,966.2,-1,2.96690673113628,2270.51724137931,90,33,2.96690673113628,0.852890528905289,,
29,74,11223,0,74,57,1,67,274,10652,-1,-1,0.850356741,0.391891892,12,0.027027027027027,4201,89,239977,ar,مليساء معدية          ,1161.7,2266.8,-1,3.87507890917579,2100.51621621622,89,51,3.87508158313112,0.850361197110423,,
28,52,12429,1,51,7,0,2,14,2099,-1,-1,0.81896141,0.538461538,2,0,3893,0,690191,ur,ملیریا           ,1265.6,426.2,-1,0.768299923040276,1946.5,0,96,0.768299923040276,0.818961410195331,,
21,44,10882,0,44,0,0,2,8,581,-1,-1,0.796901893,0.477272727,0,0,5003,0,693908,ur,ممراض           ,1105.6,120.2,-1,0.191777499608825,2501.5,0,182,0.334959317790643,0.796901893287435,,
37,72,10803,5,67,70,2,101,392,8376,-1,-1,0.852674308,0.513888889,7,0.027777777777778,4702,40,239978,ar,ممراض           ,1124.4,1872.4,-1,2.30327125119389,2351.01666666667,40,183,2.30327125119389,0.852674307545368,,
37,161,3085,7,154,864,2,221,1329,46206,-1,-1,0.840821538,0.229813665,282,0.074534161490683,454,85,237009,ar,مناطق انتشار فيروس كورونا حسب الدولة والمنطقة 2019–20    ,538.3,9861.2,-1,84.9666047242392,227.044720496894,85,32,84.9666047242392,0.840821538328356,,
15,49,1388,5,44,128,1,47,231,9252,-1,-1,0.857220061,0.306122449,6,0.081632653061225,1666,88,245954,ar,منشط الذهن          ,182.9,1961.6,-1,2.13065856692872,833.048979591837,88,47,2.13065856692872,0.857220060527454,,
3,5,6882,0,5,1,0,12,33,1394,-1,-1,0.807030129,0.6,0,0,1163,0,688956,ur,منشیات کا استحصال         ,690.5,296.8,-1,0.124218077474892,581.5,0,96,0.124218077474892,0.807030129124821,,
43,130,1243,19,111,47,5,7,99,3846,-1,-1,0.827093084,0.330769231,16,0.015384615384615,396,12,256508,ar,منصف السلاوي          ,184.7,811.6,-1,5.09779431177247,198.009230769231,12,24,5.09779431177247,0.827093083723349,,
5,14,1181,0,14,6,0,4,28,729,-1,-1,0.794238683,0.357142857,5,0.285714285714286,348,0,690283,ur,منصف محمد سلاوی         ,124.5,158.6,-1,1.76225749559083,174.171428571429,0,141,1.76225749559083,0.794238683127572,,
173,377,11280,52,325,64,11,93,590,7764,-1,-1,0.846084493,0.458885942,50,0.026525198938992,5672,1315,236522,ar,منظمة الصحة العالمية         ,1297,1826,-1,15.232319130531,2836.01591511936,1315,59,15.232319130531,0.846084492529624,,
18,24,11043,0,24,0,3,2,6,462,-1,-1,0.785714286,0.75,1,0,4855,170,695608,ur,مُنفِّسہ           ,1115.1,95.6,-1,0.321428571428571,2427.5,170,490,0.321428571428571,0.785714285714286,,
83,159,12321,8,151,163,1,183,523,35440,-1,-1,0.870965011,0.522012579,8,0.006289308176101,5135,0,585779,fa,مننژیت           ,1330.1,7370.4,-1,2.6093714596022,2567.50377358491,0,41,2.6093714596022,0.870965011286682,,
35,66,11292,7,59,13,1,72,151,3199,-1,-1,0.85401688,0.53030303,3,0.03030303030303,4175,108,611380,fa,مهره‌شکاف           ,1159.6,729,-1,1.09422830998323,2087.51818181818,108,78,1.09422830998323,0.854016880275086,,
16,30,8760,0,30,28,1,48,162,812,-1,-1,0.832512315,0.533333333,11,0.033333333333333,2587,1,265069,ar,موبيروسين           ,893.8,246.4,-1,3.47950738916256,1293.52,1,353,3.47950738916256,0.832512315270936,,
21,35,9217,5,30,16,2,20,107,987,-1,-1,0.831813576,0.6,3,0,4041,1374,606044,fa,موپیروسین           ,940.1,248.2,-1,1.03908814589666,2020.5,1374,246,1.03908814589666,0.831813576494428,,
50,166,12190,10,156,5,0,23,34,2101,-1,-1,0.820561637,0.301204819,1,0,5319,0,690360,ur,موت           ,1280.8,443,-1,0.611614090823073,2659.5,0,80,0.999882999883,0.81962481962482,,
236,460,12402,135,325,16,34,55,238,3943,-1,-1,0.851128582,0.513043478,18,0.052173913043478,5570,32,240321,ar,موت           ,1452.3,905.8,-1,5.60285106242212,2785.03130434783,32,111,5.60317796983861,0.851673427991886,,
5,8,259,0,8,5,0,279,337,663,-1,-1,0.805429864,0.625,5,0,1735,0,688774,ur,موت راحت          ,30.3,379,-1,1.60825791855204,867.5,0,1128,1.60825791855204,0.805429864253394,,
81,182,11145,31,151,39,5,79,264,12523,-1,-1,0.842769304,0.445054945,16,0.038461538461539,5138,20,253509,ar,موت رحيم          ,1197.7,2641.8,-1,5.03862861565489,2569.02307692308,20,213,5.03855877244281,0.842652899126291,,
8,15,10487,0,15,8,1,4,8,214,-1,-1,0.789719626,0.533333333,7,0,3228,184,689479,ur,موٹاپا           ,1056.4,47.6,-1,2.25383177570093,1614,184,1128,2.25383177570093,0.789719626168224,,
69,121,11097,21,100,2,8,26,76,1736,-1,-1,0.838133641,0.570247934,8,0.024793388429752,4366,19,254224,ar,موجة فوق صوتية         ,1164.7,388,-1,2.56073142400122,2183.01487603306,19,21,2.56073142400122,0.838133640552995,,
24,72,8565,6,66,88,1,454,616,6050,-1,-1,0.846115702,0.333333333,10,0.013888888888889,2794,91,245651,ar,مودافينيل           ,901.4,1638,-1,3.3076694214876,1397.00833333333,91,13,3.3076694214876,0.846115702479339,,
80,229,11116,28,201,72,3,224,669,6031,-1,-1,0.850273586,0.349344978,12,0.03056768558952,5350,70,243924,ar,مورفين           ,1214.4,1563.4,-1,3.90055716498238,2675.01834061135,70,87,3.90012140816216,0.849547325102881,,
3,6,1175,0,6,13,3,52,60,245,-1,-1,0.783673469,0.5,3,0,946,147,688957,ur,مورفین           ,122.5,93.8,-1,1.07020408163265,473,147,403,1.06768060836502,0.779467680608365,,
8,38,1162,2,36,17,3,104,569,2590,-1,-1,0.837065637,0.210526316,8,0,933,20,239317,ar,موريس هيلمان          ,132.8,787.2,-1,2.7759235927657,466.5,20,178,2.7759235927657,0.837065637065637,,
4,5,1360,0,5,12,3,172,529,1125,-1,-1,0.823111111,0.8,3,0,639,28,582346,fa,موریس هیلمن          ,140.7,505.4,-1,0.913866666666667,319.5,28,153,0.913866666666667,0.823111111111111,,
141,321,11248,55,266,39,4,97,659,6038,-1,-1,0.824279563,0.439252336,20,0.02803738317757,5676,126,243306,ar,موسى بن ميمون         ,1263.8,1510,-1,6.23101633579232,2838.01682242991,126,20,6.23099940814557,0.824251350024546,,
33,100,11281,1,99,1,0,256,415,2413,-1,-1,0.801077497,0.33,8,0.01,4430,0,694343,ur,موسی بن میمون         ,1165,751,-1,2.6826464981351,2215.006,0,217,2.6826464981351,0.801077496891836,,
32,66,12050,3,63,12,3,25,73,4909,-1,-1,0.858423304,0.484848485,4,0,4019,371,592599,fa,مولتیپل میلوما          ,1233.9,1021,-1,1.42414489157207,2009.5,371,37,1.4240573110457,0.858277336591326,,
67,135,11059,32,103,11,10,10,90,1662,-1,-1,0.826113117,0.496296296,4,0.02962962962963,4648,161,241914,ar,مولد الضد          ,1168.2,372.4,-1,1.39789009225832,2324.01777777778,161,294,1.39789009225832,0.826113116726835,,
28,56,1694,16,40,29,4,44,173,5059,-1,-1,0.862225736,0.5,3,0.035714285714286,2828,95,582958,fa,مونونوکلئوز عفونی          ,200.4,1098.6,-1,1.11733544178691,1414.02142857143,95,60,1.11733544178691,0.862225736311524,,
22,76,10666,5,71,69,2,7,96,6846,-1,-1,0.837277242,0.289473684,9,0,2918,14,255941,ar,ميتفورمين           ,1108.7,1410.4,-1,3.02868213478481,1459,14,46,3.03414144573916,0.846376093775797,,
12,48,2366,0,48,67,3,13,145,6636,-1,-1,0.836799277,0.25,28,0,2223,24,252484,ar,ميتوبرولول           ,266.8,1390.4,-1,8.75207956600362,1111.5,24,32,8.75206480783723,0.836774679728711,,
24,58,10850,1,57,26,2,35,121,6197,-1,-1,0.826690334,0.413793103,11,0.017241379310345,4252,60,248960,ar,ميتوكلوبراميد           ,1113.1,1301.8,-1,3.54773833835059,2126.01034482759,60,218,3.54773833835059,0.826690334032596,,
37,117,2443,11,106,56,1,480,732,7073,-1,-1,0.841934116,0.316239316,8,0.025641025641026,2788,30,237018,ar,ميثامفيتامين           ,299.4,1899.4,-1,2.71541687964705,1394.01538461538,30,33,2.71541687964705,0.841934115651067,,
36,74,11261,2,72,51,2,230,522,3490,-1,-1,0.849283668,0.486486486,11,0.013513513513514,4529,160,241915,ar,ميثوتركسيت           ,1165.9,998.8,-1,3.51767830868117,2264.50810810811,160,54,3.51767830868117,0.849283667621776,,
11,30,1391,0,30,33,2,6,65,1756,-1,-1,0.832004556,0.366666667,13,0,2040,53,249326,ar,ميثوكاربامول           ,156.9,379.6,-1,4.17920273348519,1020,53,202,4.17920273348519,0.832004555808656,,
