name,assess,Importance,numInfobox,InfoboxValues,InfoboxImages,numTemplates,numWpEdits,wpmShare,translated,codes,repLinks,numRecSections,HAuthority,HCompleteness,HInformativeness,HConsistency,Authority,Completeness,Complexity,Informativeness,Consistency
Hidradenitis suppurativa,B,Low,2,23,1,7,180,0.175609756097561,1,5,57,6,707.5,33825.8,29.6107965998111,3193.83365853659,497.1,3755.8,4.7,5.0507965998111,3193.60712195122
Hippocrates,FA,Low,0,0,0,0,11,0.002860114404576,0,0,11,0,1984.3,4671.8,10.7125182058792,3717.00543421737,1997.3,4671.8,10.6,10.7125182058792,3717.08580343214
Hippocratic Oath,C,Low,0,0,0,0,10,0.005012531328321,0,0,14,0,1053.3,3213.6,2.83859630847297,3588.00952380952,1055.3,3213.6,4.65,2.83859630847297,3588.06315789474
History of HIV/AIDS,B,Low,0,0,0,1,39,0.015157403808784,0,0,97,0,1337.9,11707,0.915843420432549,2953.02879906724,1325.7,11707,0.550000000000001,0.835843420432549,2953.07975126312
History of polio,B,Mid,0,0,0,1,2,0.005,0,0,59,0,220.8,5022.6,3.91326712328767,2630.0095,216.4,5022.6,4.05,3.83326712328767,2630.141
Histrionic personality disorder,C,Mid,2,6,0,3,25,0.014492753623188,0,4,21,5,872.7,29063.6,6.43326998155689,3403.52753623188,870.9,4813.6,-0.550000000000001,0.19326998155689,3403.57791304348
HIV,GA,High,0,0,0,1,258,0.054626296845226,1,0,211,4,2435.8,13039.6,11.7621056773688,3626.60378996401,2202.4,9159.6,12.25,11.6821056773688,3626.61611264027
HIV/AIDS,GA,Top,2,26,1,4,925,0.094080553295362,0,7,321,9,4446.3,55856.8,44.4373233709938,3633.67875305126,4397.5,13176.8,7.75,17.1173233709938,3633.66013018714
Hives,B,Mid,2,18,1,6,119,0.092607003891051,1,6,52,5,871.5,39010.6,22.9693364363143,3127.17595330739,666.7,5060.6,13.95,3.48933643631434,3127.11673151751
Hodgkin lymphoma,B,High,1,12,1,3,149,0.073110893032385,0,7,73,8,1021.1,48139.2,18.8356117495601,3456.63891069676,1015.7,6429.2,5.75,5.59561174956009,3456.5959764475
Homeostasis,C,Mid,0,0,0,1,238,0.063772775991426,0,0,46,2,1939.5,10464.6,5.70167548034761,3580.62116827438,1936.5,8524.6,5.1,5.62167548034761,3580.62636655949
Hong Kong flu,C,Low,0,0,0,2,8,0.01909307875895,0,0,23,1,220.3,2460.4,1.28430981802169,3074.03627684964,218.7,1490.4,9.5,1.12430981802169,3074.04868735084
Hormone,C,High,0,0,0,1,37,0.018762677484787,0,0,34,0,1060,4189.8,2.05469155983222,3732.03564908722,1051.8,4189.8,3.4,1.97469155983222,3732.09188640974
Howard Krein,Start,Low,0,0,0,0,0,0,0,0,0,0,31.2,1142.4,2.26825128581925,176,36.6,1142.4,6.75,2.26825128581925,176.229090909091
HPV vaccine,B,Mid,0,0,0,7,191,0.080624736175602,0,0,156,8,1094.8,20117,3.87458774879292,2890.65318699873,1095.6,12357,5.05,3.31458774879292,2890.58332629802
Human body temperature,C,Mid,0,0,0,0,173,0.114493712772998,0,0,19,1,783.9,5358.4,1.69141924463291,2705.21753805427,784.5,4388.4,-9.05,1.69141924463291,2705.08696227664
Human papillomavirus infection,B,High,1,10,1,4,363,0.086696919035109,1,5,219,6,2266.3,40078,16.9759862982973,3396.16472414617,2028.3,10008,11.6,5.6559862982973,3396.09959398137
Human skin color,B,Low,0,0,0,0,6,0.00207756232687,0,0,128,0,1425.2,9015.8,6.85331332098351,3588.00394736842,1414,9015.8,7.2,6.85331332098351,3588.08767313019
Humorism,B,Low,0,0,0,0,36,0.034917555771096,0,0,8,0,538.2,4129.6,1.67755747594193,3230.56634335597,540.8,4129.6,13.6,1.67755747594193,3230.59020368574
Huntington's disease,C,High,1,17,1,4,278,0.041051388068517,1,7,149,7,3350,52351,27.0234945510992,3696.07799763733,3132.4,11611,7.1,8.70349455109925,3696.0884229179
Hyaluronic acid,C,Low,0,0,0,7,65,0.07027027027027,0,0,77,6,474.5,10185,2.90043686321871,3072.13351351351,464.5,4365,1.85,2.34043686321871,3072.10897297297
Hydrocephalus,C,Mid,2,19,1,4,163,0.108377659574468,1,7,40,5,931.7,43816.6,26.8253509262787,3380.20591755319,730.1,5016.6,3.25,6.50535092627875,3380.10093085106
Hydrocodone,C,Mid,0,0,0,11,83,0.03314696485623,1,0,46,11,1470.6,13727.8,3.17243021147679,3601.56297923323,1268.4,3057.8,3.95,2.2924302114768,3601.62028753994
Hydroxychloroquine,C,Mid,1,63,1,11,197,0.184284377923293,1,0,69,12,671.3,16291.4,69.1138053364065,2956.35014031805,464.1,4651.4,-0.85,4.23380533640647,2956.12067352666
Hydroxyzine,B,Mid,0,0,0,15,28,0.035487959442332,1,0,40,10,571.4,13196.2,3.54060514974405,3157.06742712294,369.4,3496.2,-7.4,2.34060514974405,3157.09049429658
Hyoscine,C,Mid,0,0,0,13,156,0.093189964157706,1,0,38,7,981.7,10600.6,4.57497160428889,3624.1770609319,789.1,3810.6,1.95,3.53497160428889,3624.1229390681
Hyperemesis gravidarum,B,Mid,2,14,0,4,257,0.297109826589595,1,3,38,10,615.6,26970.2,15.4904714641078,2965.06450867052,413.4,2720.2,-1.8,1.17047146410783,2964.62346820809
Hypersexuality,C,Low,1,2,0,2,9,0.005411906193626,0,0,23,2,846.6,5135.4,3.52943755021934,3363.01028262177,849.6,3195.4,1.15,1.36943755021934,3363.10787733013
Hypertension,GA,Top,1,13,1,4,961,0.174886260236579,1,7,206,17,2818,58925.4,21.8086866457843,3500.83228389445,2587,8485.4,1.95,7.48868664578427,3500.62676979072
Hyperthymesia,C,Low,1,3,0,1,15,0.018337408312958,0,0,15,4,395.4,8191.4,4.17577972639373,2835.53484107579,401,4311.4,5,1.09577972639373,2835.6173594132
Hyperthyroidism,B,Mid,1,13,1,3,139,0.112824675324675,1,6,50,8,828.8,43485,16.2251296387084,3578.71436688312,620.8,6625,7.2,1.98512963870844,3578.61006493507
Hypertrophic cardiomyopathy,C,Mid,2,24,1,6,115,0.101410934744268,1,8,92,6,770.9,50889.4,27.8329906980295,3186.69268077601,557.9,6269.4,6.35,2.35299069802947,3186.59841269841
Hypnagogia,C,Mid,1,2,0,1,12,0.015113350125945,0,0,8,3,391.3,6649.8,2.52577285922879,3130.52871536524,392.7,3739.8,2.65,0.44577285922879,3130.58010075567
Hypnic jerk,Start,Low,2,6,0,1,5,0.006410256410256,0,0,5,2,410.4,3053.4,6.21226438596237,3266.01217948718,411.8,1113.4,7.2,0.132264385962371,3266.08
Hypoglycemia,C,High,1,10,1,4,133,0.084390862944162,1,6,37,7,1002.1,41637.8,11.8233148917969,3730.66034263959,797.1,5747.8,5.65,0.503314891796887,3730.65723350254
Hypothermia,B,Mid,2,16,1,4,415,0.160293549633063,1,6,51,10,1477,44995.2,25.0554698297617,3448.3045577443,1277,6195.2,7.75,7.73546982976167,3448.14994206257
Hypothyroidism,GA,High,1,16,1,4,598,0.232413525068014,1,6,88,13,1345,48473.2,21.5284532201842,3501.94158569763,1129.2,6763.2,1.3,4.20845322018422,3501.63758258842
Hypoxia (medical),C,High,2,12,1,5,53,0.060640732265446,0,4,23,1,458.1,24922.8,15.6561540178859,3741.6152173913,455.3,4552.8,0.5,2.25615401788589,3741.60160183066
Hysterectomy,B,High,1,7,1,5,57,0.040627227369922,0,1,91,4,676.9,15272.8,13.1901713861512,3272.577191732,667.5,6542.8,0.449999999999999,4.79017138615121,3272.57569493942
Ibuprofen,B,Mid,0,0,0,14,179,0.066076042820229,1,0,87,10,1576.5,13701.8,7.31722250975161,3436.12554448136,1363.9,4001.8,7.9,6.19722250975161,3436.09833887043
Impact of the COVID-19 pandemic on cinema,B,Low,0,0,0,2,2,0.001277139208174,0,0,3,0,622.6,7836.2,5.34083549989313,285.002426564496,674.2,7836.2,6.05,5.18083549989313,285.068965517241
Impact of the COVID-19 pandemic on education,C,Low,0,0,0,2,9,0.013372956909361,0,0,39,0,345.5,14540,44.1989983752228,282.025408618128,374.7,14540,-3,44.0389983752228,282.067756315007
Impetigo,B,Mid,2,24,1,7,112,0.115822130299897,1,6,27,7,747.3,37650.6,27.5268771508187,3472.22006204757,545.5,1760.6,13.4,1.96687715081873,3472.14146845915
In vitro fertilisation,B,Mid,1,6,1,4,48,0.009024252679075,0,0,125,5,2765.2,21419.4,11.1432459980739,3630.51714608009,2758.4,16569.4,2.25,3.82324599807392,3630.57783417936
Inbreeding,C,Low,0,0,0,1,46,0.017864077669903,0,0,63,0,1314.9,6445.2,7.19690874080668,3530.03394174757,1308.9,6445.2,1.85,7.11690874080668,3530.07363106796
Infant,B,Mid,0,0,0,1,10,0.002045408058908,0,1,14,0,2615.2,9694.4,17.6636404389138,3491.50388627531,2619.6,4844.4,14.3,17.5836404389138,3491.60333401514
Infection,C,Top,2,9,1,8,90,0.061728395061728,0,4,71,7,781.9,39096.2,20.4232145092812,3591.11728395062,771.9,12906.2,2.6,9.78321450928124,3591.11234567901
Infectious mononucleosis,B,High,1,12,1,5,194,0.056264501160093,1,6,50,7,2016.8,40445.6,18.0846655338061,3462.1069025522,1815.8,4555.6,10.6,4.68466553380609,3462.09414153132
Inflammation,C,High,1,7,1,3,92,0.057001239157373,0,0,109,3,810.4,12115,15.0629524532658,3495.1083023544,788.2,9205,-3.9,6.82295245326584,3495.08327137546
Influenza,FA,Top,1,13,1,5,284,0.050705231208713,1,7,405,12,3074,58146.4,30.57664867019,3557.5963399393,2788,12556.4,11.65,16.17664867019,3557.68939475094
Influenza A virus subtype H1N1,C,High,0,0,0,1,5,0.002558853633572,0,0,39,0,1027.6,3796.6,3.56272801291096,2918.0048618219,1028.2,3796.6,7.4,3.48272801291096,2918.07093142272
Influenza vaccine,B,Mid,0,0,0,5,264,0.092210967516591,1,0,293,9,1585.5,20788.8,14.525956385643,3101.67520083828,1317.1,12058.8,-4,14.125956385643,3101.60310862731
Inguinal hernia,C,Mid,2,22,1,4,80,0.121212121212121,0,5,33,4,319.5,31617.4,31.0560495316837,3128.7303030303,312.3,3487.4,5,7.73604953168372,3128.62818181818
Inoculation,B,Mid,0,0,0,1,1,0.001686340640809,0,0,13,2,295.5,5662,2.3367340892363,3706.50320404722,295.5,3722,0.199999999999999,2.2567340892363,3706.56880269815
Insomnia,B,High,1,13,1,3,273,0.053414204656623,1,6,127,9,2818,46470,16.8678436959256,3547.60148698885,2606.2,8640,8.45,2.62784369592559,3547.60154568578
Insulin,B,Mid,0,0,0,2,29,0.008417997097242,0,0,168,3,1799.6,14360.4,37.8687850025363,3674.51599419448,1836.4,11450.4,6.5,37.7087850025363,3674.56461538462
Intellectual disability,B,Mid,1,7,1,4,116,0.022103658536585,0,6,49,6,2713.5,45076.8,12.7501411168737,3578.54199695122,2716.3,10156.8,2.65,4.43014111687372,3578.64382621951
Intensive care unit,C,Mid,0,0,0,2,13,0.018731988472623,0,0,10,1,370.3,3713.2,4.50318665887916,2766.0355907781,371.5,2743.2,-12.6,4.34318665887916,2766.04409221902
Intermittent fasting,B,Low,0,0,0,0,432,0.266173752310536,0,0,85,4,735.5,7169,3.33657889809223,2355.50573012939,731.1,3289,-5.7,3.33657889809223,2355.05471349353
Intersex,B,Mid,0,0,0,4,50,0.012751849018108,0,0,99,4,1820.5,13745.6,10.4951431188401,3640.02422851313,1847.5,9865.6,-2.3,10.1751431188401,3640.13573068095
Intracerebral hemorrhage,C,Mid,2,17,1,5,84,0.118143459915612,1,3,37,7,571.6,23349.8,20.3758637565185,3238.72447257384,367.4,2009.8,9.9,1.97586375651847,3238.62658227848
Intracranial aneurysm,B,Mid,2,15,1,6,41,0.059163059163059,0,5,26,6,348.4,33006.6,19.9602013780045,3363.61240981241,346.6,2936.6,7.2,3.48020137800451,3363.5987012987
Intravenous therapy,GA,Mid,1,6,1,3,50,0.045829514207149,0,0,52,5,564.9,11212.2,15.5178304139212,3407.08707607699,557.3,6362.2,7.7,8.27783041392117,3407.07094408799
Ionizing radiation,C,High,0,0,0,0,11,0.005434782608696,0,0,16,1,974.3,9422.6,7.42261765902323,3380.51032608696,980.5,8452.6,0.449999999999999,7.42261765902323,3380.5483201581
Iron lung,B,Mid,1,5,1,3,5,0.005411255411255,0,0,6,1,468.5,4620.2,10.9008227414373,3306.01028138528,478.3,3650.2,6.05,4.66082274143733,3306.07532467532
Irritable bowel syndrome,B,High,1,14,1,2,282,0.085792515972011,1,6,220,10,1806.4,46753.2,18.147824538636,3372.16300578035,1569.8,7953.2,0.550000000000001,2.98782453863596,3372.098752662
Isotretinoin,B,Mid,0,0,0,10,106,0.047554957379991,0,0,75,7,1048.9,13669.8,2.26711196312745,3354.59035441902,1041.1,6879.8,-0.1,1.46711196312746,3354.58748317631
Ivermectin,C,Mid,0,0,0,15,129,0.119113573407202,1,0,95,12,709.2,15148.4,4.51038292008048,3089.72631578947,493.8,3508.4,-0.85,3.31038292008048,3089.62686980609
Jack Kevorkian,C,Low,1,13,1,2,1,0.0002574002574,0,0,9,0,1962.7,5149.2,17.9466162901686,3380.00048906049,1981.7,5149.2,13.6,3.78661629016863,3380.0816988417
Jaundice,C,Mid,1,12,1,4,202,0.114772727272727,1,6,45,12,1116.7,45691.4,18.3077407178752,3501.21806818182,910.9,4951.4,-3.95,4.9877407178752,3501.09886363636
Jeffrey Zients,C,Low,0,0,0,0,0,0,0,0,5,0,264.9,1472.4,2.48242991351029,2273.5,276.1,1472.4,9.15,2.48242991351029,2273.58839285714
Jerome Adams,Start,Low,0,0,0,1,0,0,0,0,9,0,163.5,1426.8,8.11845494131317,911,167.3,1426.8,2,8.03845494131317,911.058171745152
John Harvey Kellogg,B,Low,0,0,0,0,6,0.004146510020733,0,0,19,0,678.9,10947.6,5.04258870777843,3213.00787836904,697.1,10947.6,15.1,5.04258870777843,3213.10905321355
Jonas Salk,B,Low,0,0,0,1,11,0.002836513666839,0,0,10,0,1966.8,6274.6,7.81091339486378,3518.50538937597,1979.4,6274.6,10.2,7.73091339486378,3518.59685404848
Joseph Merrick,GA,Low,0,0,0,0,5,0.001486325802616,0,0,7,0,1686.1,7878.2,6.22101493779739,3432.50282401902,1694.3,7878.2,20.35,6.22101493779739,3432.56866825208
Kava,B,Mid,0,0,0,0,16,0.007755695588948,0,0,69,4,976.6,12781.8,5.63805671813955,3628.01473582162,978.8,8901.8,4.4,5.63805671813955,3628.06078526418
Kawasaki disease,B,Mid,1,15,1,3,158,0.102597402597403,1,7,187,8,1028.6,49058.6,19.2056004115941,3102.69493506494,797.6,7348.6,1.2,2.96560041159408,3102.60402597403
Keloid,C,Mid,2,12,1,6,41,0.045912653975364,0,5,24,3,469,29155.8,22.936169170351,3425.58723404255,463.4,1995.8,12.95,9.456169170351,3425.57659574468
Keratosis pilaris,Start,Mid,2,12,1,5,74,0.085747392815759,0,5,10,6,427.5,31634.4,15.0835936511176,3077.16292004635,427.3,1564.4,8.45,1.68359365111759,3077.04658169177
Ketamine,B,High,0,0,0,20,357,0.063898335421514,1,0,149,16,2855.4,23046.4,5.45156357299564,3634.1214068373,2639.2,7526.4,4.6,3.85156357299564,3634.10470735636
Khat,C,Low,0,0,0,0,16,0.006341656757828,0,0,26,1,1210,7765.4,8.60443609635727,3525.01204914784,1238,6795.4,9.5,8.60443609635727,3525.05873959572
Kidney failure,C,High,1,12,1,3,113,0.103574702108158,1,3,33,4,784.1,21039,14.3166531700002,3319.19679193401,578.1,2609,7.2,1.07665317000017,3319.12648945921
Kidney stone disease,GA,High,1,14,1,4,335,0.102540557086012,0,7,127,9,1623.8,52532.2,25.4630654422286,3586.69482705846,1602.4,9852.2,7.75,10.1430654422286,3586.61074380165
Kinesiology,C,Low,0,0,0,0,5,0.004553734061931,0,0,78,0,616.8,3533.8,4.09876765499967,3200.00865209472,603.6,3533.8,-7.1,4.09876765499967,3200.05737704918
Kizzmekia Corbett,B,Low,0,0,0,0,1,0.00625,0,0,15,0,101.8,1614,2.06374685138539,275.011875,109,1614,-2.25,2.06374685138539,275.11625
Klinefelter syndrome,B,Mid,1,16,1,3,97,0.033927946834558,1,5,70,6,1662.1,32943.8,20.4611317328869,3625.56446309899,1448.1,2873.8,11.2,3.22113173288693,3625.6129066107
Kuru (disease),C,Low,2,24,1,5,21,0.020730503455084,0,7,29,2,526.3,38977.2,27.668861131817,2584.03938795656,523.7,3087.2,3.7,2.26886113181699,2584.07462981244
Lactose intolerance,B,High,2,23,1,5,105,0.034584980237154,1,8,74,6,1686.6,50153,27.0248146897168,3524.56571146245,1483.2,5533,1.95,2.62481468971677,3524.5918972332
Lamotrigine,B,Mid,1,63,0,12,95,0.081405312767781,1,0,80,8,792.2,12171.2,67.4885194867308,3270.65467009426,581.2,4411.2,-5.3,3.52851948673076,3270.5853470437
Laparoscopy,Start,Mid,1,6,1,5,18,0.082191780821918,0,0,61,2,144.4,6919.4,12.0800833516616,3497.15616438356,132.8,4979.4,-0.1,4.68008335166155,3497.06575342466
Lateral flow test,Start,Low,0,0,0,0,19,0.092233009708738,0,0,14,0,110.6,2050.4,1.39621307793848,2531.17524271845,114.6,2050.4,8.5,1.39621307793848,2531.05533980582
Laudanum,C,Mid,1,17,1,2,5,0.003610108303249,0,0,2,4,659.3,10156.8,20.4349863680616,3577.50685920578,666.7,6276.8,14.35,2.27498636806161,3577.55068592058
Lead poisoning,GA,High,2,23,1,5,155,0.06214915797915,1,7,195,10,1459.7,58256.6,35.7666784375419,3312.61808340016,1234.5,14606.6,10.3,11.3666784375419,3312.68380112269
Leech,FA,Low,0,0,0,0,7,0.00218818380744,0,0,35,0,1637,4741.4,14.6209091073881,3442.00415754923,1638,4741.4,12.25,14.6209091073881,3442.13879337293
Legionnaires' disease,B,High,2,22,1,5,135,0.063950734249171,1,7,64,6,1190.5,44572.8,26.062394008767,3498.62150639507,978.7,4802.8,7.05,2.66239400876703,3498.5963524396
Leprosy,B,High,1,12,1,6,458,0.076396997497915,1,7,133,10,3266.3,51384.4,23.281374460213,3568.64515429525,3047.1,7734.4,7,9.80137446021301,3568.61199332777
Leptospirosis,GA,Mid,2,27,1,4,261,0.151304347826087,1,6,70,7,950.8,43708.2,36.7430467094545,3175.28747826087,737,7818.2,14.8,8.42304670945448,3175.09182608696
Leukemia,B,High,1,15,1,4,498,0.107443365695793,1,6,75,11,2632.8,46596.4,20.7349638835262,3618.20414239482,2426.8,6826.4,13.65,4.41496388352624,3618.1057605178
Levothyroxine,C,Mid,1,54,1,8,81,0.122727272727273,1,1,33,9,507.7,16495.2,58.5800584598392,3020.23318181818,305.5,2915.2,4.1,2.94005845983917,3020.12545454545
Lewy body dementias,Start,Mid,1,1,0,2,22,0.063218390804598,0,1,31,4,154.2,10438.4,2.13462008009008,3356.62011494253,153,1708.4,-5.25,0.97462008009008,3356.55862068965
Li Wenliang,B,Low,0,0,0,0,12,0.014652014652015,0,0,5,0,348.5,3524.8,2.66696921862668,301.027838827839,369.9,3524.8,11.55,2.66696921862668,301.074725274725
Lidocaine,C,Mid,1,67,1,17,135,0.116782006920415,1,0,42,11,766.5,13888.2,72.2713784094989,3309.72188581315,566.1,3218.2,1.2,2.91137840949893,3309.63183391003
Life expectancy,B,Mid,0,0,0,0,16,0.005292755540853,0,0,68,0,1550,8290.2,7.96874526046948,3602.01005623553,1553,8290.2,8.5,7.96874526046948,3602.05815415151
Lipoma,B,Mid,2,23,1,8,48,0.075590551181102,1,7,26,7,526.2,42676.4,30.5541297135916,3316.14362204724,327.2,1936.4,4.05,5.91412971359159,3316.14645669291
Lisinopril,C,Low,1,71,1,11,82,0.143607705779334,1,0,25,10,479.6,11797.6,75.5051364829965,3068.77285464098,277.2,2097.6,7.2,2.62513648299647,3068.63450087566
Lithium (medication),C,Mid,0,0,0,3,167,0.098875074008289,1,0,91,7,1022.3,12519.4,1.97619061769465,3578.68786264062,808.5,5729.4,2.65,1.73619061769465,3578.61580817051
Lobar pneumonia,Start,Mid,2,6,1,4,14,0.150537634408602,0,3,3,2,56.6,17362.6,9.5014368841147,2900.78602150538,56.2,872.6,0.85,2.1814368841147,2900.60967741935
Lobotomy,B,Low,1,6,1,3,25,0.008451656524679,0,0,29,3,1388.3,12132,11.9898951810698,3563.5160581474,1397.5,9222,-0.5,4.74989518106981,3563.57302231237
Long COVID,C,Low,0,0,0,2,14,0.049295774647887,0,0,40,0,140.8,3044.8,2.29130325228882,194.093661971831,152.8,3044.8,-31.65,2.13130325228882,194.016901408451
Loperamide,C,Mid,0,0,0,10,85,0.097813578826237,1,0,62,11,636.7,13485.4,3.41135830781069,3313.18584579977,429.5,2815.4,5.45,2.61135830781068,3313.10909090909
Loratadine,C,Mid,1,62,1,14,63,0.072664359861592,1,0,25,9,648.2,12087.2,66.6973432427049,3241.63806228374,448.2,3357.2,-17.4,2.57734324270489,3241.59204152249
Lorazepam,B,Mid,0,0,0,12,135,0.068010075566751,1,0,98,13,1154.9,20196.4,4.83015474841027,3360.12921914358,948.5,7586.4,5.45,3.87015474841027,3360.09672544081
Losartan,B,Mid,0,0,0,9,54,0.110429447852761,1,0,64,10,476.9,11681,3.3400573122335,2955.70981595092,258.7,1981,6.1,2.6200573122335,2955.61288343558
Louis Pasteur,B,Low,0,0,0,1,11,0.001600698486612,0,0,25,1,3535.8,9490,9.61551107074846,3660.50304132712,3565.8,8520,15.05,9.53551107074846,3660.59420838184
Lung cancer,FA,Top,2,24,1,4,382,0.054680790151732,1,7,272,10,3553.6,53610.2,40.3270874206053,3628.10389350129,3293.6,9960.2,8.55,15.0070874206053,3628.10572573719
Lupus,B,High,1,14,1,6,375,0.107020547945205,0,7,129,9,1702.4,53176.6,21.7262047380624,3633.7033390411,1682.4,10496.6,9.15,6.24620473806242,3633.62945205479
Lyme disease,B,High,1,13,1,5,382,0.055418540548382,1,6,304,10,3507.8,54902.8,20.3894509526573,3413.60529522704,3263.2,16102.8,6.5,5.98945095265729,3413.61472508342
Lymphadenopathy,Start,Mid,2,12,1,4,116,0.2560706401766,0,6,50,3,225.4,33826,16.8908114585084,3108.48653421634,214.6,1816,-2.25,3.57081145850837,3108.10198675497
Lymphoma,B,High,1,11,1,2,342,0.192784667418264,1,5,77,8,1062.8,37341.6,17.5042871479468,3494.36629086809,848.6,5331.6,4.3,5.34428714794682,3494.12852311161
Lysergic acid diethylamide,B,Mid,1,55,1,14,216,0.025698988697204,1,1,79,13,4187.8,29012.4,66.9654116499161,3630.04882807852,4016.2,11552.4,4.35,9.84541164991608,3630.09908387864
Macular degeneration,C,Mid,2,22,1,4,141,0.074445617740232,1,6,114,8,1074.8,42973,28.7001779117119,3129.14144667371,853,6113,6.45,5.38017791171191,3129.16441393875
Magnetic resonance imaging,GA,High,1,7,1,3,101,0.021833117163857,0,0,96,2,2214.8,7653.4,21.6833377281993,3681.54148292261,2207.6,5713.4,-0.1,13.4433377281993,3681.56939040208
Maimonides,C,Low,0,0,0,1,1,0.000349406009783,0,0,16,0,1338,13836,9.60263047253975,3629.00066387142,1360.4,13836,4.65,9.52263047253975,3629.08343815514
Major depressive disorder,FA,Top,1,14,1,3,489,0.047707317073171,1,7,294,9,4474.6,56360,22.2062003562155,3638.09064390244,4235.6,13680,3.25,6.96620035621553,3638.13562926829
Maladaptive daydreaming,Start,Low,0,0,0,0,0,0,0,0,15,2,91.2,2841.4,1.7825898664134,562,91.4,901.4,-13.65,1.7825898664134,562.054545454545
Malaria,GA,Top,1,14,1,5,514,0.081072555205047,1,6,357,12,3237.5,54920.6,34.9057668995512,3637.65403785489,2954.1,14180.6,9.1,19.5057668995512,3637.63684542587
Malnutrition,B,Top,2,21,1,5,371,0.128551628551629,1,5,88,10,1628.6,47219.4,34.6490136253561,3332.24424809425,1431.4,13269.4,7.7,12.2490136253561,3332.12993762994
Mania,B,Mid,2,7,1,7,89,0.062324929971989,0,4,50,6,725.9,30123.2,9.34668500426155,3627.61841736695,714.7,4903.2,-14.4,0.786685004261554,3627.5781512605
Marfan syndrome,B,Mid,1,14,1,6,140,0.043023970497849,1,7,60,6,1840.3,44364.4,19.8949202190027,3566.08174554395,1631.1,4594.4,8.45,4.41492021900268,3566.06951444376
Mary Mallon,Start,Low,0,0,0,0,0,0,0,0,18,0,1017.3,3028.2,3.77260419141136,3493.5,1019.7,3028.2,22.35,3.77260419141136,3493.57715988083
Maurice Hilleman,C,Low,0,0,0,2,4,0.010471204188482,0,0,18,0,204.2,2604.8,1.54894007736394,3007.01989528796,205.6,2604.8,-6.4,1.38894007736394,3007.08952879581
MDMA,B,Mid,0,0,0,18,599,0.055375797356014,1,0,117,13,5224.8,23902.8,13.4230867388122,3633.10521401498,5027,11292.8,9.9,11.9830867388122,3633.09751317371
Measles,B,High,1,14,1,7,433,0.114217884463202,1,6,156,10,2093.8,46680.4,26.0002275737608,3520.21701398048,1868.8,7880.4,12.3,10.4402275737608,3520.10287523081
Medicare (United States),B,Low,0,0,0,0,6,0.002171552660152,0,0,40,1,1283.1,22171.8,5.65068533469922,3521.00412595005,1300.3,21201.8,2.2,5.65068533469922,3521.0319218241
Medication,C,High,1,4,1,1,139,0.086228287841191,0,0,28,4,822.6,11900,8.55847237958284,3405.6638337469,822.4,8020,-3.6,3.47847237958284,3405.61129032258
Medicine,B,Top,1,5,1,3,111,0.020509977827051,0,0,31,2,2657.4,13258.4,22.6835187413752,3630.03896895787,2660,11318.4,-5,16.4435187413752,3630.12361419069
Mediterranean diet,B,High,0,0,0,0,73,0.047712418300654,0,0,56,0,738.8,2515,2.94508710347779,3222.09065359477,729.8,2515,-8.75,2.94508710347779,3222.11411764706
Melanin,C,Mid,0,0,0,4,7,0.004347826086957,0,0,57,1,793.5,5597.6,11.0297907708416,3548.00826086957,787.1,4627.6,8.45,10.7097907708416,3548.06782608696
Melanoma,B,High,2,26,1,7,299,0.106028368794326,1,8,208,8,1607.2,58129,42.8233096440665,3402.70145390071,1372.8,11569,12.3,15.2633096440665,3402.64893617021
Memory,C,Mid,0,0,0,2,6,0.001400887228578,0,0,140,2,2229.5,14774.2,6.98246016488998,3715.00266168573,2213.7,12834.2,6.5,6.82246016488998,3715.07999066075
Ménière's disease,B,Mid,1,16,1,3,242,0.158584534731324,1,7,69,7,920.4,43582.4,20.1850802942217,3717.80131061599,703.4,2842.4,-0.5,2.94508029422175,3717.63053735256
Meningitis,FA,Top,1,13,1,5,209,0.054103028734144,1,6,124,8,2179.4,45472,22.4525960965519,3578.60279575459,1953.8,8612,7.8,8.05259609655188,3578.6610665286
Menstruation,C,Mid,0,0,0,1,158,0.072710538426139,1,0,71,2,1315.6,7813.6,5.08257574234575,3587.63815002301,1108.6,5873.6,7.85,5.00257574234575,3587.6482742752
Mental disorder,C,Top,1,9,0,2,259,0.053645401822701,0,4,204,8,2248.2,41587.6,18.4485557558355,3707.60192626346,2221.2,14427.6,-5.25,9.28855575583553,3707.58550124275
Mesothelioma,B,High,2,25,1,5,128,0.03789224393132,1,8,103,14,1872.3,62070,32.3780728237821,3307.07199526347,1654.3,9690,7.9,5.97807282378207,3307.15275310835
Metastasis,B,High,2,8,1,2,58,0.067599067599068,0,2,45,6,449.8,19836.6,15.9406467928936,3441.12843822844,443.2,4316.6,4.35,6.78064679289362,3441.0993006993
Metformin,GA,Mid,1,60,1,10,291,0.135285913528591,1,0,216,12,1214.9,18329,66.3378105460153,3335.7570432357,978.3,6689,1.2,4.5378105460153,3335.66820083682
Methamphetamine,GA,High,1,60,1,20,512,0.052756311179804,0,0,183,12,4678,20216.4,71.2583617024966,3509.10023699124,4644.2,8576.4,1.3,8.65836170249659,3509.06930448223
Methicillin-resistant Staphylococcus aureus,C,Mid,0,0,0,1,171,0.042253521126761,0,0,139,10,1986.8,18749.6,5.4189293877052,3391.58028169014,1962.4,9049.6,3.2,5.3389293877052,3391.58080059303
